mnum,name,sido,sigg,dyear,dnum,lat,lng
53100004817020040523UMI1000001001,상수원보호구역,경상남도,진주시,2004,0523,35.2473188,127.9849803
53100004817020060014UMI1000001001,상수원보호구역,경상남도,진주시,2006,0014,35.1899352,128.0198465
53100004817020040758UMI1000001001,상수원보호구역,경상남도,진주시,2004,0758,35.15878,127.9875535
53100004817020041213UMI1000001001,상수원보호구역,경상남도,진주시,2004,1213,35.2100616,127.9678523
53100004817020040763UMI1000001001,상수원보호구역,경상남도,진주시,2004,0763,35.2427568,127.9463135
53100004817019840000UMI1000001311,상수원보호구역,경상남도,진주시,1984,0000,35.1803664,127.9916828
53100004817020041207UMI1000001001,상수원보호구역,경상남도,진주시,2004,1207,35.1765855,127.9809599
53100004817020040000UMI1000001006,상수원보호구역,경상남도,진주시,2004,0000,35.2590038,127.9838171
53100004817020041011UMI1000001001,상수원보호구역,경상남도,진주시,2004,1011,35.2450157,127.9441805
53100004817019840000UMI1000001265,상수원보호구역,경상남도,진주시,1984,0000,35.1925656,127.9934415
53100004817020040000UMI1000001217,상수원보호구역,경상남도,진주시,2004,0000,35.2266448,127.9639178
53100004817020040284UMI1000001001,상수원보호구역,경상남도,진주시,2004,0284,35.1614081,128.0191473
53100004817020040616UMI1000001001,상수원보호구역,경상남도,진주시,2004,0616,35.2467212,128.0002933
53100004817020040962UMI1000001001,상수원보호구역,경상남도,진주시,2004,0962,35.160795,127.9871554
53100004817020040000UMI1000001258,상수원보호구역,경상남도,진주시,2004,0000,35.1973315,127.9786089
53100004817020041118UMI1000001001,상수원보호구역,경상남도,진주시,2004,1118,35.1743744,128.0402616
53100004817020040000UMI1000001054,상수원보호구역,경상남도,진주시,2004,0000,35.253279,127.9844217
53100004817020040681UMI1000001001,상수원보호구역,경상남도,진주시,2004,0681,35.1841256,127.9847128
53100004817020040939UMI1000001001,상수원보호구역,경상남도,진주시,2004,0939,35.1575021,127.9640851
53100004817020040518UMI1000001001,상수원보호구역,경상남도,진주시,2004,0518,35.2444981,127.9831095
53100004817020040358UMI1000001001,상수원보호구역,경상남도,진주시,2004,0358,35.1812712,128.0074484
53100004817020040000UMI1000001169,상수원보호구역,경상남도,진주시,2004,0000,35.2431055,127.9869485
53100004817020041224UMI1000001001,상수원보호구역,경상남도,진주시,2004,1224,35.2206709,127.9799548
53100004817020040065UMI1000001001,상수원보호구역,경상남도,진주시,2004,0065,35.195519,127.9742636
53100004817020040992UMI1000001001,상수원보호구역,경상남도,진주시,2004,0992,35.2306508,127.9838872
53100004817020040237UMI1000001001,상수원보호구역,경상남도,진주시,2004,0237,35.1856871,127.9781373
53100004817020040407UMI1000001001,상수원보호구역,경상남도,진주시,2004,0407,35.1687385,128.0421039
53100004817020040549UMI1000001001,상수원보호구역,경상남도,진주시,2004,0549,35.2555719,127.9794176
53100004817020040401UMI1000001001,상수원보호구역,경상남도,진주시,2004,0401,35.1685472,128.0372509
53100004817020040623UMI1000001001,상수원보호구역,경상남도,진주시,2004,0623,35.2380046,127.9888295
53100004817020040096UMI1000001001,상수원보호구역,경상남도,진주시,2004,0096,35.1706776,127.9700135
53100004817020040760UMI1000001001,상수원보호구역,경상남도,진주시,2004,0760,35.1610425,127.9896236
53100004817020040000UMI1000001094,상수원보호구역,경상남도,진주시,2004,0000,35.2476601,127.9806378
53100004817020040091UMI1000001001,상수원보호구역,경상남도,진주시,2004,0091,35.167097,127.9740349
53100004817020041192UMI1000001001,상수원보호구역,경상남도,진주시,2004,1192,35.1911003,127.9844829
53100004817020040409UMI1000001001,상수원보호구역,경상남도,진주시,2004,0409,35.177904,128.0701851
53100004817020040970UMI1000001001,상수원보호구역,경상남도,진주시,2004,0970,35.1590321,127.9891447
53100004817020040000UMI1000001177,상수원보호구역,경상남도,진주시,2004,0000,35.2364895,127.9730294
53100004817020040098UMI1000001001,상수원보호구역,경상남도,진주시,2004,0098,35.1702219,127.9716318
53900004817020040002UMI1000001001,상수원보호구역,경상남도,진주시,2004,0002,35.1559525,128.0203315
53100004817020040249UMI1000001001,상수원보호구역,경상남도,진주시,2004,0249,35.1683703,128.0215257
